l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,ts_code,name,in_date,out_date,is_new
801170.SI,交通运输,801178.SI,物流,851786.SI,仓储物流,002492.SZ,恒基达鑫,20100120,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859631.SI,炼油化工,002493.SZ,荣盛石化,20210730,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,002494.SZ,华斯股份,20101020,,Y
801120.SI,食品饮料,801129.SI,调味发酵品Ⅱ,851242.SI,调味发酵品Ⅲ,002495.SZ,佳隆股份,20210730,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,002496.SZ,辉丰股份,20210730,,Y
801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,002497.SZ,雅化集团,20220729,,Y
801730.SI,电力设备,801738.SI,电网设备,857344.SI,线缆部件及其他,002498.SZ,汉缆股份,20101027,,Y
801200.SI,商贸零售,801206.SI,互联网电商,852063.SI,电商服务,002499.SZ,科林退(退市),20220729,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,002500.SZ,山西证券,20101101,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,002501.SZ,利源股份,20101103,,Y
801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,002502.SZ,ST鼎龙,20230704,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,002503.SZ,*ST搜特(退市),20101103,,Y
801720.SI,建筑装饰,801722.SI,装修装饰Ⅱ,857221.SI,装修装饰Ⅲ,002504.SZ,*ST弘高(退市),20150701,,Y
801010.SI,农林牧渔,801017.SI,养殖业,850174.SI,其他养殖,002505.SZ,鹏都农牧,20210730,,Y
801730.SI,电力设备,801735.SI,光伏设备,857352.SI,光伏电池组件,002506.SZ,协鑫集成,20111010,,Y
801120.SI,食品饮料,801129.SI,调味发酵品Ⅱ,851242.SI,调味发酵品Ⅲ,002507.SZ,涪陵榨菜,20210730,,Y
801110.SI,家用电器,801114.SI,厨卫电器,851141.SI,厨房电器,002508.SZ,老板电器,20100111,,Y
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,002509.SZ,天茂退(退市),20101110,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002510.SZ,天汽模,20170629,,Y
801980.SI,美容护理,801981.SI,个护用品,859811.SI,生活用纸,002511.SZ,中顺洁柔,20100115,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,002512.SZ,达华智能,20180619,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,002513.SZ,蓝丰生化,20210730,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002514.SZ,宝馨科技,20101122,,Y
801120.SI,食品饮料,801124.SI,食品加工,851241.SI,肉制品,002515.SZ,金字火腿,20101122,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,002516.SZ,旷达科技,20190724,,Y
801760.SI,传媒,801764.SI,游戏Ⅱ,857641.SI,游戏Ⅲ,002517.SZ,恺英网络,20111010,,Y
801730.SI,电力设备,801733.SI,其他电源设备Ⅱ,857336.SI,其他电源设备Ⅲ,002518.SZ,科士达,20101124,,Y
801740.SI,国防军工,801743.SI,地面兵装Ⅱ,857431.SI,地面兵装Ⅲ,002519.SZ,银河电子,20230821,,Y
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,002520.SZ,日发精机,20101201,,Y
801140.SI,轻工制造,801143.SI,造纸,851413.SI,特种纸,002521.SZ,齐峰新材,20100104,,Y
801030.SI,基础化工,801036.SI,塑料,850355.SI,膜材料,002522.SZ,浙江众成,20100104,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002523.SZ,天桥起重,20101201,,Y
801150.SI,医药生物,801156.SI,医疗服务,851564.SI,医院,002524.SZ,光正眼科,20190724,,Y
801120.SI,食品饮料,801126.SI,非白酒,851233.SI,其他酒类,002525.SZ,胜景山河(IPO终止),20100108,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002526.SZ,山东矿机,20101208,,Y
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,002527.SZ,新时达,20101215,,Y
801750.SI,计算机,801101.SI,计算机设备,850702.SI,安防设备,002528.SZ,ST英飞拓,20101215,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002529.SZ,海源复材,20101215,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,002530.SZ,金财互联,20210730,,Y
801730.SI,电力设备,801736.SI,风电设备,857362.SI,风电零部件,002531.SZ,天顺风能,20101222,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,002532.SZ,天山铝业,20210730,,Y
801730.SI,电力设备,801738.SI,电网设备,857344.SI,线缆部件及其他,002533.SZ,金杯电工,20101222,,Y
801730.SI,电力设备,801733.SI,其他电源设备Ⅱ,857334.SI,火电设备,002534.SZ,西子洁能,20210730,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002535.SZ,林州重机,20101229,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002536.SZ,飞龙股份,20101229,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,002537.SZ,海联金汇,20210730,,Y
801030.SI,基础化工,801038.SI,农化制品,850381.SI,复合肥,002538.SZ,司尔特,20210730,,Y
801030.SI,基础化工,801038.SI,农化制品,850381.SI,复合肥,002539.SZ,云图控股,20210730,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,002540.SZ,亚太科技,20110106,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857241.SI,钢结构,002541.SZ,鸿路钢构,20110106,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857244.SI,其他专业工程,002542.SZ,中化岩土,20110119,,Y
801110.SI,家用电器,801114.SI,厨卫电器,851142.SI,卫浴电器,002543.SZ,万和电气,20110119,,Y
801770.SI,通信,801223.SI,通信服务,852213.SI,通信工程及服务,002544.SZ,普天科技,20110119,,Y
801030.SI,基础化工,801038.SI,农化制品,850336.SI,钾肥,002545.SZ,东方铁塔,20220729,,Y
801730.SI,电力设备,801738.SI,电网设备,857323.SI,电工仪器仪表,002546.SZ,新联电子,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002547.SZ,春兴精工,20220729,,Y
801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,002548.SZ,金新农,20110110,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,002549.SZ,凯美特气,20111010,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,002550.SZ,千红制药,20190724,,Y
801150.SI,医药生物,801153.SI,医疗器械,851533.SI,医疗耗材,002551.SZ,尚荣医疗,20110117,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002552.SZ,宝鼎科技,20110216,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002553.SZ,南方精工,20110216,,Y
801960.SI,石油石化,801962.SI,油服工程,859622.SI,油气及炼化工程,002554.SZ,惠博普,20110110,,Y
801760.SI,传媒,801764.SI,游戏Ⅱ,857641.SI,游戏Ⅲ,002555.SZ,三七互娱,20110221,,Y
801010.SI,农林牧渔,801019.SI,农业综合Ⅱ,850191.SI,农业综合Ⅲ,002556.SZ,辉隆股份,20210730,,Y
801120.SI,食品饮料,801128.SI,休闲食品,851281.SI,零食,002557.SZ,洽洽食品,20210730,,Y
801760.SI,传媒,801764.SI,游戏Ⅱ,857641.SI,游戏Ⅲ,002558.SZ,巨人网络,20170522,,Y
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,002559.SZ,亚威股份,20110223,,Y
801730.SI,电力设备,801738.SI,电网设备,857344.SI,线缆部件及其他,002560.SZ,通达股份,20110223,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,002561.SZ,徐家汇,20110223,,Y
801030.SI,基础化工,801034.SI,化学制品,850135.SI,食品及饲料添加剂,002562.SZ,兄弟科技,20210730,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,002563.SZ,森马服饰,20110110,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857244.SI,其他专业工程,002564.SZ,*ST天沃,20220729,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851425.SI,纸包装,002565.SZ,顺灏股份,20110110,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,002566.SZ,益盛药业,20110110,,Y
801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,002567.SZ,唐人神,20110117,,Y
801120.SI,食品饮料,801126.SI,非白酒,851233.SI,其他酒类,002568.SZ,百润股份,20210730,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,002569.SZ,ST步森,20110110,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851243.SI,乳品,002570.SZ,贝因美,20210730,,Y
801140.SI,轻工制造,801142.SI,家居用品,851491.SI,其他家居用品,002571.SZ,德力股份,20110131,,Y
801140.SI,轻工制造,801142.SI,家居用品,851438.SI,定制家居,002572.SZ,索菲亚,20110131,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,002573.SZ,清新环境,20230704,,Y
801130.SI,纺织服饰,801133.SI,饰品,851331.SI,钟表珠宝,002574.SZ,明牌珠宝,20110110,,Y
801140.SI,轻工制造,801145.SI,文娱用品,851452.SI,娱乐用品,002575.SZ,群兴玩具,20110110,,Y
801730.SI,电力设备,801731.SI,电机Ⅱ,850741.SI,电机Ⅲ,002576.SZ,通达动力,20110420,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,002577.SZ,雷柏科技,20110420,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,002578.SZ,闽发铝业,20110420,,Y
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,002579.SZ,中京电子,20110426,,Y
801730.SI,电力设备,801737.SI,电池,857375.SI,蓄电池及其他电池,002580.SZ,圣阳股份,20110426,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,002581.SZ,未名医药,20170526,,Y
801120.SI,食品饮料,801128.SI,休闲食品,851281.SI,零食,002582.SZ,好想你,20210730,,Y
801770.SI,通信,801102.SI,通信设备,851024.SI,通信网络设备及器件,002583.SZ,海能达,20110518,,Y
801080.SI,电子,801086.SI,电子化学品Ⅱ,850861.SI,电子化学品Ⅲ,002584.SZ,西陇科学,20210730,,Y
801030.SI,基础化工,801036.SI,塑料,850355.SI,膜材料,002585.SZ,双星新材,20110125,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,002586.SZ,*ST围海,20110525,,Y
801080.SI,电子,801084.SI,光学光电子,850832.SI,LED,002587.SZ,奥拓电子,20111010,,Y
801030.SI,基础化工,801038.SI,农化制品,850381.SI,复合肥,002588.SZ,史丹利,20210730,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,002589.SZ,瑞康医药,20110104,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002590.SZ,万安科技,20110601,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,002591.SZ,恒大高新,20220729,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002592.SZ,ST八菱,20110609,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857241.SI,钢结构,002593.SZ,日上集团,20110616,,Y
801880.SI,汽车,801095.SI,乘用车,850951.SI,电动乘用车,002594.SZ,比亚迪,20110621,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002595.SZ,豪迈科技,20170629,,Y
801710.SI,建筑材料,801711.SI,水泥,857112.SI,水泥制品,002596.SZ,海南瑞泽,20210730,,Y
801030.SI,基础化工,801034.SI,化学制品,850135.SI,食品及饲料添加剂,002597.SZ,金禾实业,20210730,,Y
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,002598.SZ,山东章鼓,20110629,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851422.SI,印刷,002599.SZ,盛通股份,20110106,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,002600.SZ,领益智造,20180713,,Y
801030.SI,基础化工,801033.SI,化学原料,850326.SI,钛白粉,002601.SZ,龙佰集团,20210730,,Y
801760.SI,传媒,801764.SI,游戏Ⅱ,857641.SI,游戏Ⅲ,002602.SZ,世纪华通,20110713,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,002603.SZ,以岭药业,20110119,,Y
801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,002604.SZ,龙力退(退市),20110720,,Y
801760.SI,传媒,801764.SI,游戏Ⅱ,857641.SI,游戏Ⅲ,002605.SZ,姚记科技,20210916,,Y
801730.SI,电力设备,801738.SI,电网设备,857344.SI,线缆部件及其他,002606.SZ,大连电瓷,20110728,,Y
801210.SI,社会服务,801994.SI,教育,859852.SI,培训教育,002607.SZ,中公教育,20110729,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,002608.SZ,江苏国信,20180713,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,002609.SZ,捷顺科技,20210730,,Y
801890.SI,机械设备,801074.SI,专用设备,850726.SI,印刷包装机械,002611.SZ,东方精工,20180713,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,002612.SZ,朗姿股份,20110110,,Y
801710.SI,建筑材料,801712.SI,玻璃玻纤,857121.SI,玻璃制造,002613.SZ,北玻股份,20210730,,Y
801110.SI,家用电器,801117.SI,其他家电Ⅱ,851171.SI,其他家电Ⅲ,002614.SZ,奥佳华,20170922,,Y
801140.SI,轻工制造,801142.SI,家居用品,851491.SI,其他家居用品,002615.SZ,哈尔斯,20110104,,Y
801160.SI,公用事业,801161.SI,电力,851619.SI,其他能源发电,002616.SZ,长青集团,20110110,,Y
801160.SI,公用事业,801161.SI,电力,851616.SI,光伏发电,002617.SZ,露笑科技,20110908,,Y
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,002618.SZ,丹邦退(退市),20110907,,Y
801760.SI,传媒,801764.SI,游戏Ⅱ,857641.SI,游戏Ⅲ,002619.SZ,*ST艾格(退市),20210730,,Y
801720.SI,建筑装饰,801722.SI,装修装饰Ⅱ,857221.SI,装修装饰Ⅲ,002620.SZ,瑞和股份,20110920,,Y
801150.SI,医药生物,801156.SI,医疗服务,851564.SI,医院,002622.SZ,皓宸医疗,20230704,,Y
801730.SI,电力设备,801735.SI,光伏设备,857354.SI,光伏辅材,002623.SZ,亚玛顿,20210730,,Y
801760.SI,传媒,801764.SI,游戏Ⅱ,857641.SI,游戏Ⅲ,002624.SZ,完美世界,20150701,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,002625.SZ,光启技术,20111026,,Y
801120.SI,食品饮料,801124.SI,食品加工,851247.SI,保健品,002626.SZ,金达威,20210730,,Y
801170.SI,交通运输,801179.SI,铁路公路,851721.SI,公交,002627.SZ,三峡旅游,20110121,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,002628.SZ,成都路桥,20111025,,Y
801960.SI,石油石化,801962.SI,油服工程,859621.SI,油田服务,002629.SZ,仁智股份,20110126,,Y
801730.SI,电力设备,801733.SI,其他电源设备Ⅱ,857334.SI,火电设备,002630.SZ,华西能源,20111104,,Y
801140.SI,轻工制造,801142.SI,家居用品,851438.SI,定制家居,002631.SZ,德尔未来,20110104,,Y
801030.SI,基础化工,801036.SI,塑料,850355.SI,膜材料,002632.SZ,道明光学,20210730,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002633.SZ,申科股份,20111111,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851325.SI,鞋帽及其他,002634.SZ,棒杰股份,20110125,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,002635.SZ,安洁科技,20110117,,Y
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,002636.SZ,金安国纪,20110117,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,002637.SZ,赞宇科技,20110117,,Y
801210.SI,社会服务,801994.SI,教育,859852.SI,培训教育,002638.SZ,勤上股份,20180713,,Y
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,002639.SZ,雪人股份,20111118,,Y
801200.SI,商贸零售,801206.SI,互联网电商,852062.SI,跨境电商,002640.SZ,跨境通,20210730,,Y
801710.SI,建筑材料,801713.SI,装修建材,850616.SI,管材,002641.SZ,公元股份,20111130,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,002642.SZ,荣联科技,20210730,,Y
801080.SI,电子,801086.SI,电子化学品Ⅱ,850861.SI,电子化学品Ⅲ,002643.SZ,万润股份,20210730,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,002644.SZ,佛慈制药,20110113,,Y
801970.SI,环保,801972.SI,环保设备Ⅱ,859721.SI,环保设备Ⅲ,002645.SZ,华宏科技,20210730,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,002646.SZ,天佑德酒,20210730,,Y
801790.SI,非银金融,801191.SI,多元金融,851926.SI,金融信息服务,002647.SZ,仁东控股,20180713,,Y
801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,002648.SZ,卫星化学,20220729,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,002649.SZ,博彦科技,20210730,,Y
801120.SI,食品饮料,801129.SI,调味发酵品Ⅱ,851242.SI,调味发酵品Ⅲ,002650.SZ,ST加加,20210730,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,002651.SZ,利君股份,20220729,,Y
801710.SI,建筑材料,801713.SI,装修建材,850614.SI,其他建材,002652.SZ,扬子新材,20120111,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,002653.SZ,海思科,20120109,,Y
801080.SI,电子,801084.SI,光学光电子,850832.SI,LED,002654.SZ,万润科技,20170629,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,002655.SZ,共达电声,20120109,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,002656.SZ,ST摩登,20120117,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,002657.SZ,中科金财,20210730,,Y
801970.SI,环保,801972.SI,环保设备Ⅱ,859721.SI,环保设备Ⅲ,002658.SZ,雪迪龙,20151012,,Y
801210.SI,社会服务,801994.SI,教育,859851.SI,学历教育,002659.SZ,凯文教育,20180713,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,002660.SZ,茂硕电源,20120109,,Y
801120.SI,食品饮料,801124.SI,食品加工,851246.SI,预加工食品,002661.SZ,克明食品,20230331,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,002662.SZ,京威股份,20120229,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857251.SI,园林工程,002663.SZ,普邦股份,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,002664.SZ,信质集团,20210730,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,002666.SZ,德联集团,20120116,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002667.SZ,威领股份,20120321,,Y
801110.SI,家用电器,801111.SI,白色家电,851116.SI,冰洗,002668.SZ,TCL智家,20120130,,Y
801030.SI,基础化工,801034.SI,化学制品,850137.SI,胶黏剂及胶带,002669.SZ,康达新材,20210730,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,002670.SZ,国盛金控,20120106,,Y
801710.SI,建筑材料,801711.SI,水泥,857112.SI,水泥制品,002671.SZ,龙泉股份,20210730,,Y
801970.SI,环保,801971.SI,环境治理,859713.SI,固废治理,002672.SZ,东江环保,20120117,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,002673.SZ,西部证券,20120423,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851315.SI,辅料,002674.SZ,兴业科技,20120702,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,002675.SZ,东诚药业,20170629,,Y
801110.SI,家用电器,801116.SI,家电零部件Ⅱ,851161.SI,家电零部件Ⅲ,002676.SZ,顺威股份,20120116,,Y
801110.SI,家用电器,801114.SI,厨卫电器,851141.SI,厨房电器,002677.SZ,浙江美大,20120116,,Y
801140.SI,轻工制造,801145.SI,文娱用品,851452.SI,娱乐用品,002678.SZ,珠江钢琴,20120130,,Y
801010.SI,农林牧渔,801011.SI,林业Ⅱ,850131.SI,林业Ⅲ,002679.SZ,福建金森,20120130,,Y
801150.SI,医药生物,801152.SI,生物制品,851523.SI,疫苗,002680.SZ,长生退(退市),20170522,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,002681.SZ,奋达科技,20120130,,Y
801170.SI,交通运输,801178.SI,物流,851787.SI,公路货运,002682.SZ,龙洲股份,20120104,,Y
801030.SI,基础化工,801034.SI,化学制品,850337.SI,民爆制品,002683.SZ,广东宏大,20120130,,Y
801880.SI,汽车,801092.SI,汽车服务,850233.SI,汽车综合服务,002684.SZ,猛狮退(退市),20180713,,Y
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,002685.SZ,华东重机,20120530,,Y
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,002686.SZ,亿利达,20210730,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,002687.SZ,乔治白,20120104,,Y
801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,002688.SZ,金河生物,20120105,,Y
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,002689.SZ,远大智能,20120709,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002690.SZ,美亚光电,20120720,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002691.SZ,冀凯股份,20120723,,Y
801730.SI,电力设备,801738.SI,电网设备,857344.SI,线缆部件及其他,002692.SZ,远程股份,20120730,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,002693.SZ,双成药业,20220729,,Y
801710.SI,建筑材料,801713.SI,装修建材,850616.SI,管材,002694.SZ,顾地科技,20120808,,Y
801120.SI,食品饮料,801128.SI,休闲食品,851283.SI,熟食,002695.SZ,煌上煌,20210730,,Y
801010.SI,农林牧渔,801014.SI,饲料,850143.SI,水产饲料,002696.SZ,百洋股份,20220729,,Y
801200.SI,商贸零售,801203.SI,一般零售,852032.SI,超市,002697.SZ,红旗连锁,20120828,,Y
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,002698.SZ,博实股份,20210730,,Y
801760.SI,传媒,801766.SI,影视院线,857661.SI,影视动漫制作,002699.SZ,*ST美盛(退市),20120104,,Y
801160.SI,公用事业,801163.SI,燃气Ⅱ,851631.SI,燃气Ⅲ,002700.SZ,ST浩源,20120111,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851423.SI,金属包装,002701.SZ,奥瑞金,20120130,,Y
801120.SI,食品饮料,801124.SI,食品加工,851246.SI,预加工食品,002702.SZ,海欣食品,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002703.SZ,浙江世宝,20121026,,Y
801110.SI,家用电器,801113.SI,小家电,851131.SI,厨房小家电,002705.SZ,新宝股份,20140108,,Y
801730.SI,电力设备,801738.SI,电网设备,857382.SI,配电设备,002706.SZ,良信股份,20140108,,Y
801210.SI,社会服务,801993.SI,旅游及景区,852131.SI,旅游综合,002707.SZ,众信旅游,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002708.SZ,光洋股份,20140108,,Y
801730.SI,电力设备,801737.SI,电池,857372.SI,电池化学品,002709.SZ,天赐材料,20210730,,Y
801170.SI,交通运输,801178.SI,物流,851782.SI,原材料供应链服务,002711.SZ,欧浦退(退市),20140108,,Y
801760.SI,传媒,801765.SI,广告营销,857651.SI,营销代理,002712.SZ,思美传媒,20140108,,Y
801720.SI,建筑装饰,801722.SI,装修装饰Ⅱ,857221.SI,装修装饰Ⅲ,002713.SZ,东易日盛,20140108,,Y
801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,002714.SZ,牧原股份,20140122,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,002715.SZ,登云股份,20140108,,Y
801050.SI,有色金属,801053.SI,贵金属,850532.SI,白银,002716.SZ,湖南白银,20210730,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857251.SI,园林工程,002717.SZ,岭南股份,20210730,,Y
801710.SI,建筑材料,801713.SI,装修建材,850614.SI,其他建材,002718.SZ,友邦吊顶,20140122,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851243.SI,乳品,002719.SZ,麦趣尔,20210730,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851315.SI,辅料,002720.SZ,宏良股份(IPO终止),20140122,,Y
801130.SI,纺织服饰,801133.SI,饰品,851331.SI,钟表珠宝,002721.SZ,ST金一,20140122,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851316.SI,其他纺织,002722.SZ,物产金轮,20210730,,Y
801110.SI,家用电器,801115.SI,照明设备Ⅱ,851151.SI,照明设备Ⅲ,002723.SZ,小崧股份,20140122,,Y
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,002724.SZ,海洋王,20140124,,Y
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,002725.SZ,跃岭股份,20140122,,Y
801120.SI,食品饮料,801124.SI,食品加工,851241.SI,肉制品,002726.SZ,龙大美食,20140120,,Y
801150.SI,医药生物,801154.SI,医药商业,851543.SI,线下药店,002727.SZ,一心堂,20140120,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,002728.SZ,特一药业,20190724,,Y
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,002729.SZ,好利科技,20140116,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002730.SZ,电光科技,20140127,,Y
801130.SI,纺织服饰,801133.SI,饰品,851331.SI,钟表珠宝,002731.SZ,萃华珠宝,20140124,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851243.SI,乳品,002732.SZ,燕塘乳业,20210730,,Y
801730.SI,电力设备,801737.SI,电池,857375.SI,蓄电池及其他电池,002733.SZ,雄韬股份,20140127,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,002734.SZ,利民股份,20210730,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851424.SI,塑料包装,002735.SZ,王子新材,20140127,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,002736.SZ,国信证券,20140120,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,002737.SZ,葵花药业,20140120,,Y
